,Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
331,"SJöSTEDT, Mr Ernst Adolf",1852.0,1912.0,59,Male,2nd Class Passenger,237442,£13             10s,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/ernst-adolf-sjostedt.html
332,"LAROCHE, Mrs Juliette Marie Louise",1889.0,1980.0,22,Female,2nd Class Passenger,2123,£41             11s             7d,,Cherbourg,,SAVED,14,,French,https://www.encyclopedia-titanica.org/titanic-survivor/juliette-laroche.html
333,"KREUCHEN, Miss Emilie",1882.0,1971.0,29,Female,1st Class Passenger Servant,24160,£211             6s             9d,,Southampton,Personal Maid,SAVED,2,,"German, American",https://www.encyclopedia-titanica.org/titanic-survivor/emilie-kreuchen.html
334,"TAUSSIG, Mrs Tillie",1872.0,1957.0,39,Female,1st Class Passenger,110413,£79             13s,E67,Southampton,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/tillie-taussig.html
335,"LESUEUR, Mr Louis Gustave Joseph",1876.0,,35,Male,1st Class Passenger Servant,17755,£512             6s             7d,B101,Cherbourg,Servant,SAVED,3,,French,https://www.encyclopedia-titanica.org/titanic-survivor/gustave-lesueur.html
336,"DAVIES, Master John Morgan jr",1903.0,1951.0,8,Male,2nd Class Passenger,33112,£36             15s,,Southampton,,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-morgan-davies.html
337,"HILLIARD, Mr Herbert Henry",1867.0,1912.0,44,Male,1st Class Passenger,17463,£51             17s             3d,E46,Southampton,Buyer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/herbert-henry-hilliard.html
338,"RYERSON, Mrs Emily Maria",1863.0,1939.0,48,Female,1st Class Passenger,17608,£262             7s             6d,B57/63/66,Cherbourg,,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/emily-ryerson.html
339,"PAVLOVIć, Mr Stefo",1880.0,1912.0,32,Male,3rd Class Passenger,349242,£7             17s             11d,,Southampton,General Labourer,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/stefo-pavlovic.html
340,"ANDERSSON, Master Sigvard Harald Elias",1907.0,1912.0,4,Male,3rd Class Passenger,347082,£31             5s             6d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/sigvard-harald-elias-andersson.html
341,"CHIP, Mr Chang",1880.0,,32,Male,3rd Class Passenger,1601,£56             9s             11d,,Southampton,Seaman,SAVED,C,,Hong Kongese,https://www.encyclopedia-titanica.org/titanic-survivor/chang-chip.html
342,"O'CONNELL, Mr Patrick Denis",1893.0,1912.0,18,Male,3rd Class Passenger,334912,£7             14s             8d,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/patrick-denis-oconnell.html
343,"MāMā, Mr Hannā Mikā'īl",1892.0,1952.0,20,Male,3rd Class Passenger,2677,£7             4s             7d,,Cherbourg,,SAVED,15,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/hanna-mamee.html
344,"KIMBALL, Mrs Susan Gertrude",1866.0,1962.0,45,Female,1st Class Passenger,11753,£52             11s             1d,D19,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/gertrude-kimball.html
345,"KENNEDY, Mr John",1887.0,1918.0,24,Male,3rd Class Passenger,368783,£7             15s,,Queenstown,Farm Labourer,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/john-kennedy.html
346,"RICE, Master Albert",1902.0,1912.0,10,Male,3rd Class Passenger,382652,£29             2s             6d,,Queenstown,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-rice.html
347,"WATT, Miss Robertha Josephine",1899.0,1993.0,12,Female,2nd Class Passenger,33595,£15             15s,,Southampton,,SAVED,9,,Scottish,https://www.encyclopedia-titanica.org/titanic-survivor/bertha-watt.html
348,"IBRāHīM, Mrs Sāfiyah",1894.0,1976.0,18,Female,3rd Class Passenger,2657,£7             4s             7d,,Cherbourg,,SAVED,C,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/mary-sophie-abrahim.html
349,"CAVENDISH, Mrs Julia Florence",1886.0,1963.0,25,Female,1st Class Passenger,19877,£78             17s,C46,Southampton,,SAVED,6,,American,https://www.encyclopedia-titanica.org/titanic-survivor/julia-florence-cavendish.html
350,"TAUSSIG, Miss Ruth",1893.0,1925.0,18,Female,1st Class Passenger,110413,£79             13s,E68,Southampton,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/ruth-taussig.html
351,"FLYNN, Mr James",1883.0,1912.0,28,Male,3rd Class Passenger,364851,£7             15s,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/james-flynn.html
352,"GEE, Mr Arthur H.",1865.0,1912.0,47,Male,1st Class Passenger,111320,£38             10s,E63,Southampton,,LOST,,275.0,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-gee.html
353,"BRADY, Mr John Bertram",1870.0,1912.0,41,Male,1st Class Passenger,113054,£30             10s,A21,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/john-bertram-brady.html
354,"GREENFIELD, Mrs Blanche",1867.0,1936.0,45,Female,1st Class Passenger,17759,£63             7s             2d,D10,Cherbourg,,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/blanche-greenfield.html
355,"COMPTON, Miss Sara Rebecca",1872.0,1952.0,39,Female,1st Class Passenger,17756,£83             3s             2d,E49,Cherbourg,,SAVED,14,,American,https://www.encyclopedia-titanica.org/titanic-survivor/sara-rebecca-compton.html
356,"SLOCOVSKI, Mr Selman Francis",1892.0,1912.0,20,Male,3rd Class Passenger,392086,£8             1s,,Southampton,Merchant,LOST,,,Russian,https://www.encyclopedia-titanica.org/titanic-victim/selman-francis-slocovski.html
357,"SILVERTHORNE, Mr Spencer Victor",1876.0,1964.0,35,Male,1st Class Passenger,17475,£26             5s             9d,E24,Southampton,,SAVED,5,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/spencer-victor-silverthorne.html
358,"LYMPEROPOULUS, Mr Panagiotis K.",1882.0,1912.0,30,Male,3rd Class Passenger,2683,£6             8s             9d,,Cherbourg,General Labourer,LOST,,196.0,"French, Greek",https://www.encyclopedia-titanica.org/titanic-victim/panagiotis-lymperopoulus.html
359,"SUTEHALL, Mr Henry",1886.0,1912.0,25,Male,3rd Class Passenger,392076,£7             1s,,Southampton,Coach Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-sutehall.html
360,"LUNDAHL, Mr Johan Svensson",1861.0,1912.0,50,Male,3rd Class Passenger,347743,£7             1s             1d,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/johan-svensson-lundahl.html
361,"SMYTH, Miss Julia",1893.0,1977.0,18,Female,3rd Class Passenger,335432,£7             14s             8d,,Queenstown,,SAVED,13,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/julia-smyth.html
362,"KELLY, Miss Anna Katherine",1892.0,1969.0,20,Female,3rd Class Passenger,9234,£7             15s,,Queenstown,,SAVED,16,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/anna-katherine-kelly.html
363,"ILETT, Miss Bertha",1894.0,1976.0,17,Female,2nd Class Passenger,14885,£10             10s,,Southampton,,SAVED,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-survivor/bertha-ilett.html
364,"DAVIES, Miss K.",,,,Female,2nd Class Passenger Cross Channel Passenger,406,£2.00,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/k-davies.html
365,"MARéCHAL, Mr Pierre",1883.0,1942.0,29,Male,1st Class Passenger,11774,£29             14s,C47,Cherbourg,Aviator,SAVED,7,,French,https://www.encyclopedia-titanica.org/titanic-survivor/pierre-marechal.html
366,"ALEXANDER, Mr William Albert",1887.0,1912.0,24,Male,3rd Class Passenger,3474,£7             17s             9d,,Southampton,General Labourer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-alexander.html
367,"LEHMANN, Miss Bertha",1895.0,1967.0,17,Female,2nd Class Passenger,1748,£12.00,,Cherbourg,,SAVED,12,,Swiss,https://www.encyclopedia-titanica.org/titanic-survivor/bertha-lehmann.html
368,"JOHNSON, Miss Eleanor Ileen",1910.0,1998.0,1,Female,3rd Class Passenger,347742,£11             2s             8d,,Southampton,,SAVED,15,,"Swedish,American",https://www.encyclopedia-titanica.org/titanic-survivor/eleanor-ileen-johnson.html
369,"BūLUS, Miss Nūr al-'ayn",1902.0,1912.0,10,Female,3rd Class Passenger,2678,£15             4s             11d,,Cherbourg,,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/nourelain-boulos.html
370,"MCCOY, Mr Bernard",1887.0,1945.0,24,Male,3rd Class Passenger,367226,£23             5s,,Queenstown,General Labourer,SAVED,16,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/bernard-mccoy.html
371,"JOHANSSON, Mr Erik",1889.0,1912.0,22,Male,3rd Class Passenger,350052,£7             15s             11d,,Southampton,General Labourer,LOST,,156.0,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/erik-johansson.html
372,"VAN MELCKEBEKE, Mr Philemon",1889.0,1912.0,23,Male,3rd Class Passenger,345777,£9             10s,,Southampton,Farmer,LOST,,,Belgian,https://www.encyclopedia-titanica.org/titanic-victim/philemon-van-melckebeke.html
373,"TUCKER, Mr Gilbert Milligan jr",1880.0,1968.0,31,Male,1st Class Passenger,2543,£28             10s             9d,C53,Cherbourg,,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/gilbert-milligan-jr-tucker.html
374,"AHLIN, Mrs Johanna Persdotter",1871.0,1912.0,40,Female,3rd Class Passenger,7546,£9             9s             6d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/johanna-persdotter-ahlin.html
375,"MINAHAN, Dr William Edward",1867.0,1912.0,44,Male,1st Class Passenger,19928,£90.00,C78,Queenstown,Merchant,LOST,,230.0,American,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-minahan.html
376,"WIKLUND, Mr Jakob Alfred",1894.0,1912.0,17,Male,3rd Class Passenger,3101267,£6             9s             11d,,Southampton,General Labourer,LOST,,314.0,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/jakob-alfred-wiklund.html
377,"CARAM, Mr Joseph",1884.0,1912.0,28,Male,3rd Class Passenger,2689,£14             9s             2d,,Cherbourg,Merchant,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/joseph-caram.html
378,"ABELSETH, Miss Kalle (Karen) Marie Kristiane",1895.0,1969.0,16,Female,3rd Class Passenger,348125,£7             13s,,Southampton,,SAVED,16,,Norwegian,https://www.encyclopedia-titanica.org/titanic-survivor/karen-marie-abelseth.html
379,"HANSEN, Mr Claus Peter",1871.0,1912.0,41,Male,3rd Class Passenger,350026,£14             2s             2d,,Southampton,Barber,LOST,,,"Danish,American",https://www.encyclopedia-titanica.org/titanic-victim/claus-peter-hansen.html
380,"DROPKIN, Miss Jennie",1887.0,1951.0,24,Female,3rd Class Passenger,392083,£8             1s,,Southampton,Box Maker,SAVED,,,Russian,https://www.encyclopedia-titanica.org/titanic-survivor/jennie-dropkin.html
381,"MINEFF, Mr Ivan",1888.0,1912.0,24,Male,3rd Class Passenger,349233,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/ivan-mineff.html
382,"MORROW, Mr Thomas Rowan",1880.0,1912.0,31,Male,3rd Class Passenger,372622,£7             15s,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-rowan-morrow.html
383,"PINSKY, Mrs Rosa",1880.0,,32,Female,2nd Class Passenger,234604,£13.00,,Southampton,,SAVED,9,,"Polish,American",https://www.encyclopedia-titanica.org/titanic-survivor/rosa-pinsky.html
384,"GRøNNESTAD, Mr Daniel Danielsen",1879.0,1912.0,32,Male,3rd Class Passenger,8471,£8             6s             15d,,Southampton,General Labourer,LOST,,,"Norwegian, American",https://www.encyclopedia-titanica.org/titanic-victim/daniel-danielsen-gronnestad.html
385,"WARREN, Mr Charles William",1881.0,1912.0,31,Male,3rd Class Passenger,49867,£7             11s,,Southampton,Bricklayer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-william-warren.html
386,"SKOOG, Mrs Anna Bernhardina",1868.0,1912.0,43,Female,3rd Class Passenger,347088,£27             18s,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/anna-bernhardina-skoog.html
387,"DYER EDWARDES, Mr Thomas",1847.0,1926.0,65,Male,1st Class Passenger Cross Channel Passenger,87,£3.00,,Southampton,,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/thomas-dyer-edwardes.html
388,"ZIMMERMANN, Mr Leo",1883.0,1912.0,29,Male,3rd Class Passenger,315082,£7             17s             6d,(E)58,Southampton,Farmer,LOST,,,German,https://www.encyclopedia-titanica.org/titanic-victim/leo-zimmermann.html
389,"BRAUND, Mr Lewis Richard",1883.0,1912.0,29,Male,3rd Class Passenger,3460,£7                         11d,,Southampton,Farm Labourer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/lewis-richard-braund.html
390,"SOMERTON, Mr Francis William",1881.0,1912.0,30,Male,3rd Class Passenger,18509,£8             1s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/francis-william-somerton.html
391,"STENGEL, Mrs Annie May",1868.0,1956.0,43,Female,1st Class Passenger,11778,£55             8s             10d,C116,Cherbourg,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/annie-may-stengel.html
392,"BRACKEN, Mr James Hollen",1881.0,1912.0,30,Male,2nd Class Passenger,220367,£13.00,,Southampton,Stockman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/james-bracken.html
393,"WICK, Mrs Mary Peebles",1866.0,1920.0,45,Female,1st Class Passenger,36928,£164             17s             4d,,Southampton,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/mary-wick.html
394,"EUSTIS, Miss Elizabeth Mussey",1858.0,1936.0,54,Female,1st Class Passenger,36947,£78             5s             4d,D20,Cherbourg,,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-mussey-eustis.html
395,"WARREN, Mrs Anna Sophia",1851.0,1925.0,60,Female,1st Class Passenger,110813,£75             5s,D37,Cherbourg,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/anna-sophia-warren.html
396,"BOURKE, Mrs Catherine",1879.0,1912.0,32,Female,3rd Class Passenger,364849,£15             10s,,Queenstown,Housewife,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/catherine-bourke.html
397,"EVANS, Miss",,,,Female,2nd Class Passenger Cross Channel Passenger,88,£1.00,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/evans.html
398,"SMITH, Miss Marion",1863.0,1940.0,49,Female,2nd Class Passenger,31418,£13.00,,Southampton,,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/marion-smith.html
399,"NAVRATIL, Mr Michel",1880.0,1912.0,31,Male,2nd Class Passenger,230080,£26.00,F4,Southampton,,LOST,,15.0,"Slovakian, French",https://www.encyclopedia-titanica.org/titanic-victim/michel-navratil.html
400,"EKLUND, Mr Hans Linus",1895.0,1912.0,16,Male,3rd Class Passenger,347074,£7             15s             6d,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/hans-linus-eklund.html
401,"ASPLUND, Master Carl Edgar",1906.0,1912.0,5,Male,3rd Class Passenger,347077,£31             7s             9d,,Southampton,,LOST,,,"Swedish, American",https://www.encyclopedia-titanica.org/titanic-victim/carl-edgar-asplund.html
402,"LINES, Mrs Elizabeth Lindsey",1861.0,1942.0,50,Female,1st Class Passenger,17592,£39             8s,D28,Cherbourg,,SAVED,9,,American,https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-lines.html
403,"PåLSSON, Mrs Alma Cornelia",1882.0,1912.0,29,Female,3rd Class Passenger,349909,£21             1s             6d,,Southampton,Housewife,LOST,,206.0,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/alma-cornelia-palsson.html
404,"ISMAY, Mr Joseph Bruce",1862.0,1937.0,49,Male,1st Class Passenger,112058,,B52/54/56,Southampton,Shipowner,SAVED,C,,English,https://www.encyclopedia-titanica.org/titanic-survivor/j-bruce-ismay.html
405,"MINKOFF, Mr Lazar",1891.0,1912.0,21,Male,3rd Class Passenger,349211,£7             17s             11d,,Southampton,Potter,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/lazar-minkoff.html
406,"TAYLOR, Mr Elmer Zebley",1864.0,1949.0,48,Male,1st Class Passenger,19996,£52.00,C126,Southampton,Manufacturer,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/elmer-zebley-taylor.html
407,"RUGG, Miss Emily",1889.0,1958.0,22,Female,2nd Class Passenger,31026,£10             10s,,Southampton,,SAVED,12,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-survivor/emily-rugg.html
408,"WILKINSON, Mrs Elizabeth Anne",1882.0,,30,Female,2nd Class Passenger,2926,£26.00,,Southampton,,SAVED,16,,English,https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-anne-wilkinson.html
409,"ČOR, Mr Bartol",1877.0,1912.0,35,Male,3rd Class Passenger,349230,£7             17s             11d,,Southampton,General Labourer,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/bartol-cor.html
410,"HOLVERSON, Mr Alexander Oskar",1869.0,1912.0,42,Male,1st Class Passenger,113789,£52.00,,Southampton,,LOST,,38.0,American,https://www.encyclopedia-titanica.org/titanic-victim/alexander-oskar-holverson.html
411,"BUCKNELL, Mrs Emma Eliza",1853.0,1927.0,58,Female,1st Class Passenger,11813,£76             5s             10d,D15,Cherbourg,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/emma-bucknell.html
412,"SAALFELD, Mr Adolphe",1865.0,1926.0,47,Male,1st Class Passenger,19988,£30             10s,C106,Southampton,Businessman,SAVED,3,,German,https://www.encyclopedia-titanica.org/titanic-survivor/adolphe-saalfeld.html
413,"HARRIS, Mr Henry Burkhardt",1866.0,1912.0,45,Male,1st Class Passenger,36973,£83             9s             6d,C83,Southampton,Theatre Manager,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/henry-birkhardt-harris.html
